-999	WindowSize
-999	OverlapSize
131178	NumberOfSNPs
480	NumberOfIndividuals
SET#	OFFSET	SET_ID	SET_SIZE
10716	8122325	H20J04.6	3
10717	8122716	H20J04.7	5
10718	8123367	H20J04.8	5
10719	8124018	H20J04.9	6
10720	8124799	H20J18.1	28
10721	8128440	H21P03.1	2
10722	8128701	H21P03.2	7
10723	8129612	H21P03.3	24
10724	8132733	H21P03.7	1
10725	8132864	H21P03.9	1
10726	8132995	H22D07.1	11
10727	8134426	H22D14.1	1
10728	8134557	H22K11.1	5
10729	8135208	H22K11.2	7
10730	8136119	H22K11.3	5
10731	8136770	H22K11.4	7
10732	8137681	H22K11.7	1
10733	8137812	H23L24.1	2
10734	8138073	H23L24.2	3
10735	8138464	H23L24.3	10
10736	8139765	H23L24.4	4
10737	8140286	H23L24.5	5
10738	8140937	H23L24.7	1
10739	8141068	H23N18.1	4
10740	8141589	H23N18.2	7
10741	8142500	H23N18.3	5
10742	8143151	H23N18.4	2
10743	8143412	H23N18.5	1
10744	8143543	H23N18.6	7
10745	8144454	H24D24.1	2
10746	8144715	H24D24.2	1
10747	8144846	H24G06.1	29
10748	8148617	H24K24.2	8
10749	8149658	H24K24.3	6
10750	8150439	H24K24.4	11
10751	8151870	H24K24.5	11
10752	8153301	H24O09.1	11
10753	8154732	H24O09.2	2
10754	8154993	H25K10.1	10
10755	8156294	H25K10.2	1
10756	8156425	H25K10.3	3
10757	8156816	H25K10.4	2
10758	8157077	H25K10.5	7
10759	8157988	H25K10.54	1
10760	8158119	H25K10.6	2
10761	8158380	H25K10.69	1
10762	8158511	H25K10.7	3
10763	8158902	H25K10.91	1
10764	8159033	H25P06.1	17
10765	8161244	H25P06.2	12
10766	8162805	H25P06.5	4
10767	8163326	H25P19.1	15
10768	8165277	H26D21.1	3
10769	8165668	H26D21.2	5
10770	8166319	H27A22.1	7
10771	8167230	H27C11.1	12
10772	8168791	H27D07.2	2
10773	8169052	H27D07.3	5
10774	8169703	H27D07.4	1
10775	8169834	H27D07.5	2
10776	8170095	H27M09.1	4
10777	8170616	H27M09.2	2
10778	8170877	H27M09.3	7
10779	8171788	H27M09.4	5
10780	8172439	H27M09.5	5
10781	8173090	H28G03.1	6
10782	8173871	H28G03.2	33
10783	8178162	H28G03.3	4
10784	8178683	H28G03.6	17
10785	8180894	H28O16.1	7
10786	8181805	H28O16.2	6
10787	8182586	H29C22.1	1
10788	8182717	H30A04.1	21
10789	8185448	H30A04.10	2
10790	8185709	H30A04.2	1
10791	8185840	H30A04.5	3
10792	8186231	H31B20.1	6
10793	8187012	H31B20.2	2
10794	8187273	H31G24.1	6
10795	8188054	H31G24.3	7
10796	8188965	H31G24.4	2
10797	8189226	H32C10.1	9
10798	8190397	H32C10.14	1
10799	8190528	H32C10.2	3
10800	8190919	H32C10.3	6
10801	8191700	H32C10.61	1
10802	8191831	H32K16.1	5
10803	8192482	H32K16.2	1
10804	8192613	H32K21.1	1
10805	8192744	H34C03.1	4
10806	8193265	H34C03.18	2
10807	8193526	H34C03.2	9
10808	8194697	H34I24.1	1
10809	8194828	H34I24.2	7
10810	8195739	H34I24.3	6
10811	8196520	H34P18.1	4
10812	8197041	H35B03.1	7
10813	8197952	H35B03.2	6
10814	8198733	H35N03.1	6
10815	8199514	H35N09.1	4
10816	8200035	H35N09.2	2
10817	8200296	H35N09.t2	1
10818	8200427	H36L18.1	12
10819	8201988	H36L18.2	2
10820	8202249	H37A05.1	4
10821	8202770	H37A05.2	4
10822	8203291	H37A05.4	5
10823	8203942	H37N21.1	14
10824	8205763	H38K22.1	14
10825	8207584	H38K22.2	6
10826	8208365	H38K22.3	5
10827	8209016	H38K22.5	8
10828	8210057	H38K22.6	1
10829	8210188	H38K22.7	3
10830	8210579	H39E20.1	2
10831	8210840	H39E23.1	60
10832	8218641	H39E23.2	2
10833	8218902	H39E23.3	2
10834	8219163	H40L08.1	7
10835	8220074	H40L08.2	4
10836	8220595	H40L08.3	18
10837	8222936	H41C03.1	6
10838	8223717	H41C03.2	5
10839	8224368	H41C03.3	10
10840	8225669	H42K12.1	16
10841	8227750	H42K12.3	10
10842	8229051	H43E16.1	8
10843	8230092	H43I07.1	6
10844	8230873	H43I07.2	4
10845	8231394	H43I07.3	10
10846	8232695	JC8.10	23
10847	8235686	JC8.12	7
10848	8236597	JC8.13	4
10849	8237118	JC8.14	2
10850	8237379	JC8.16	4
10851	8237900	JC8.2	10
10852	8239201	JC8.3	3
10853	8239592	JC8.5	3
10854	8239983	JC8.6	5
10855	8240634	JC8.7	13
10856	8242325	JC8.8	4
10857	8242846	K01A11.1	7
10858	8243757	K01A11.2	4
10859	8244278	K01A11.3	6
10860	8245059	K01A11.4	19
10861	8247530	K01A11.6	1
10862	8247661	K01A11.8	1
10863	8247792	K01A11.t1	1
10864	8247923	K01A12.2	3
10865	8248314	K01A12.3	9
10866	8249485	K01A12.7	1
10867	8249616	K01A12.t3	1
10868	8249747	K01A12.t4	1
10869	8249878	K01A2.1	6
10870	8250659	K01A2.10	6
10871	8251440	K01A2.11	8
10872	8252481	K01A2.2	2
10873	8252742	K01A2.3	2
10874	8253003	K01A2.4	5
10875	8253654	K01A2.5	3
10876	8254045	K01A2.6	4
10877	8254566	K01A2.7	3
10878	8254957	K01A2.8	5
10879	8255608	K01A6.16	1
10880	8255739	K01A6.2	25
10881	8258990	K01A6.20	2
10882	8259251	K01A6.6	11
10883	8260682	K01A6.7	1
10884	8260813	K01B6.1	20
10885	8263414	K01B6.2	7
10886	8264325	K01B6.3	8
10887	8265366	K01B6.4	1
10888	8265497	K01C8.1	3
10889	8265888	K01C8.10	3
10890	8266279	K01C8.2	5
10891	8266930	K01C8.3	8
10892	8267971	K01C8.5	4
10893	8268492	K01C8.6	2
10894	8268753	K01C8.7	1
10895	8268884	K01C8.8	6
10896	8269665	K01C8.9	2
10897	8269926	K01D12.1	6
10898	8270707	K01D12.10	4
10899	8271228	K01D12.11	2
10900	8271489	K01D12.12	4
10901	8272010	K01D12.13	2
10902	8272271	K01D12.14	2
10903	8272532	K01D12.15	2
10904	8272793	K01D12.17	1
10905	8272924	K01D12.3	9
10906	8274095	K01D12.4	20
10907	8276696	K01D12.5	3
10908	8277087	K01D12.6	2
10909	8277348	K01D12.8	1
10910	8277479	K01F9.2	9
10911	8278650	K01G12.3	4
10912	8279171	K01G5.1	11
10913	8280602	K01G5.10	2
10914	8280863	K01G5.2	4
10915	8281384	K01G5.3	3
10916	8281775	K01G5.4	4
10917	8282296	K01G5.5	3
10918	8282687	K01G5.6	8
10919	8283728	K01G5.7	7
10920	8284639	K01G5.8	4
10921	8285160	K01G5.9	13
10922	8286851	K01H12.2	4
10923	8287372	K01H12.3	3
10924	8287763	K01H12.4	1
10925	8287894	K02A11.1	6
10926	8288675	K02A11.10	1
10927	8288806	K02A11.2	2
10928	8289067	K02A11.3	3
10929	8289458	K02A11.4	1
10930	8289589	K02A2.2	5
10931	8290240	K02A2.3	10
10932	8291541	K02A2.5	1
10933	8291672	K02A4.1	6
10934	8292453	K02A4.11	2
10935	8292714	K02A4.13	1
10936	8292845	K02A4.2	5
10937	8293496	K02A4.5	1
10938	8293627	K02A4.6	1
10939	8293758	K02A4.t1	1
10940	8293889	K02A4.t2	2
10941	8294150	K02A6.1	1
10942	8294281	K02A6.2	2
10943	8294542	K02A6.3	8
10944	8295583	K02B12.1	5
10945	8296234	K02B12.2	1
10946	8296365	K02B12.3	2
10947	8296626	K02B12.4	8
10948	8297667	K02B12.5	13
10949	8299358	K02B12.6	2
10950	8299619	K02B12.7	9
10951	8300790	K02B12.8	4
10952	8301311	K02B12.9	2
10953	8301572	K02B2.1	7
10954	8302483	K02B2.3	3
10955	8302874	K02B2.37	1
10956	8303005	K02B2.4	5
10957	8303656	K02B2.5	1
10958	8303787	K02B2.6	1
10959	8303918	K02B7.3	2
10960	8304179	K02B9.1	6
10961	8304960	K02B9.2	10
10962	8306261	K02B9.3	1
10963	8306392	K02B9.4	17
10964	8308603	K02B9.6	1
10965	8308734	K02C4.2	2
10966	8308995	K02C4.3	15
10967	8310946	K02C4.4	9
10968	8312117	K02C4.5	4
10969	8312638	K02C4.9	1
10970	8312769	K02D10.1	14
10971	8314590	K02D10.4	5
10972	8315241	K02D10.5	4
10973	8315762	K02D3.1	3
10974	8316153	K02D3.2	7
10975	8317064	K02D7.1	10
10976	8318365	K02D7.2	6
10977	8319146	K02D7.3	2
10978	8319407	K02D7.4	14
10979	8321228	K02D7.5	4
10980	8321749	K02D7.6	1
10981	8321880	K02D7.t1	1
10982	8322011	K02E10.1	12
10983	8323572	K02E10.2	10
10984	8324873	K02E10.4	9
10985	8326044	K02E10.5	4
10986	8326565	K02E10.6	1
10987	8326696	K02E10.7	16
10988	8328777	K02E10.8	9
10989	8329948	K02E11.1	9
10990	8331119	K02E11.10	10
10991	8332420	K02E11.11	1
10992	8332551	K02E11.2	6
10993	8333332	K02E11.3	3
10994	8333723	K02E11.5	1
10995	8333854	K02E11.6	1
10996	8333985	K02E11.7	4
10997	8334506	K02E11.9	6
10998	8335287	K02E2.1	9
10999	8336458	K02E2.11	1
11000	8336589	K02E2.2	30
11001	8340490	K02E2.3	8
11002	8341531	K02E2.4	1
11003	8341662	K02E2.6	6
11004	8342443	K02E2.7	11
11005	8343874	K02E2.8	2
11006	8344135	K02E7.1	3
11007	8344526	K02E7.10	4
11008	8345047	K02E7.11	2
11009	8345308	K02E7.12	1
11010	8345439	K02E7.4	2
11011	8345700	K02E7.6	2
11012	8345961	K02E7.7	1
11013	8346092	K02E7.9	7
11014	8347003	K02F2.1	7
11015	8347914	K02F2.2	1
11016	8348045	K02F2.3	27
11017	8351556	K02F2.4	4
11018	8352077	K02F2.5	11
11019	8353508	K02F2.6	7
11020	8354419	K02F2.8	1
11021	8354550	K02F3.1	2
11022	8354811	K02F3.11	8
11023	8355852	K02F3.12	6
11024	8356633	K02F3.2	11
11025	8358064	K02F3.3	1
11026	8358195	K02F3.4	8
11027	8359236	K02F3.5	7
11028	8360147	K02F3.6	7
11029	8361058	K02F3.8	13
11030	8362749	K02F6.1	4
11031	8363270	K02F6.3	18
11032	8365611	K02F6.4	17
11033	8367822	K02F6.6	4
11034	8368343	K02F6.7	18
11035	8370684	K02F6.8	1
11036	8370815	K02F6.9	13
11037	8372506	K02G10.1	10
11038	8373807	K02G10.15	6
11039	8374588	K02G10.3	12
11040	8376149	K02G10.4	1
11041	8376280	K02G10.5	7
11042	8377191	K02G10.6	7
11043	8378102	K02G10.7	1
11044	8378233	K02G10.8	6
11045	8379014	K02G10.9	1
11046	8379145	K02H11.2	3
11047	8379536	K02H11.3	4
11048	8380057	K02H11.4	6
11049	8380838	K02H11.6	3
11050	8381229	K02H11.7	3
11051	8381620	K02H11.9	4
11052	8382141	K02H8.1	13
11053	8383832	K02H8.2	1
11054	8383963	K02H8.6	1
11055	8384094	K03A1.2	8
11056	8385135	K03A1.4	7
11057	8386046	K03A1.5	12
11058	8387607	K03A1.6	1
11059	8387738	K03A1.8	1
11060	8387869	K03A11.1	6
11061	8388650	K03A11.2	1
11062	8388781	K03A11.3	2
11063	8389042	K03A11.4	15
11064	8390993	K03A11.5	6
11065	8391774	K03A11.6	2
11066	8392035	K03B4.1	3
11067	8392426	K03B4.2	2
11068	8392687	K03B4.3	1
11069	8392818	K03B4.4	6
11070	8393599	K03B4.5	2
11071	8393860	K03B4.6	2
11072	8394121	K03B4.7	4
11073	8394642	K03B4.8	5
11074	8395293	K03B4.9	3
11075	8395684	K03B8.1	4
11076	8396205	K03B8.10	1
11077	8396336	K03B8.17	1
11078	8396467	K03B8.3	2
11079	8396728	K03B8.4	4
11080	8397249	K03B8.5	3
11081	8397640	K03B8.6	3
11082	8398031	K03B8.7	4
11083	8398552	K03B8.8	5
11084	8399203	K03B8.9	7
11085	8400114	K03C7.10	1
11086	8400245	K03C7.11	1
11087	8400376	K03C7.14	2
11088	8400637	K03C7.15	1
11089	8400768	K03C7.2	24
11090	8403889	K03C7.3	14
11091	8405710	K03C7.5	1
11092	8405841	K03D10.1	27
11093	8409352	K03D10.3	9
11094	8410523	K03D3.1	4
11095	8411044	K03D3.10	1
11096	8411175	K03D3.11	2
11097	8411436	K03D3.12	1
11098	8411567	K03D3.14	2
11099	8411828	K03D3.2	1
11100	8411959	K03D3.4	4
11101	8412480	K03D3.5	1
11102	8412611	K03D7.11	5
11103	8413262	K03D7.2	5
11104	8413913	K03D7.4	6
11105	8414694	K03D7.6	1
11106	8414825	K03D7.7	6
11107	8415606	K03D7.8	5
11108	8416257	K03D7.9	5
11109	8416908	K03E5.1	19
11110	8419379	K03E5.2	5
11111	8420030	K03E5.3	11
11112	8421461	K03E5.6	1
11113	8421592	K03E5.7	1
11114	8421723	K03E6.1	15
11115	8423674	K03E6.3	6
11116	8424455	K03E6.4	6
11117	8425236	K03E6.5	4
11118	8425757	K03E6.6	5
11119	8426408	K03E6.7	12
11120	8427969	K03F8.2	7
11121	8428880	K03F8.3	1
11122	8429011	K03H1.1	3
11123	8429402	K03H1.10	4
11124	8429923	K03H1.11	2
11125	8430184	K03H1.13	4
11126	8430705	K03H1.2	6
11127	8431486	K03H1.3	1
11128	8431617	K03H1.4	1
11129	8431748	K03H1.5	16
11130	8433829	K03H1.6	4
11131	8434350	K03H1.7	1
11132	8434481	K03H1.9	1
11133	8434612	K03H4.2	1
11134	8434743	K03H4.5	1
11135	8434874	K03H6.1	4
11136	8435395	K03H6.2	11
11137	8436826	K03H6.4	10
11138	8438127	K03H6.5	14
11139	8439948	K03H6.7	7
11140	8440859	K03H9.1	2
11141	8441120	K03H9.10	1
11142	8441251	K03H9.12	1
11143	8441382	K03H9.14	1
11144	8441513	K03H9.15	1
11145	8441644	K03H9.2	2
11146	8441905	K03H9.3	2
11147	8442166	K04A8.1	7
11148	8443077	K04A8.10	4
11149	8443598	K04A8.16	1
11150	8443729	K04A8.17	1
11151	8443860	K04A8.2	5
11152	8444511	K04A8.3	6
11153	8445292	K04A8.4	3
11154	8445683	K04A8.5	3
11155	8446074	K04A8.6	6
11156	8446855	K04A8.8	2
11157	8447116	K04A8.9	6
11158	8447897	K04B12.1	26
11159	8451278	K04B12.2	14
11160	8453099	K04B12.3	15
11161	8455050	K04B12.7	1
11162	8455181	K04C1.1	5
11163	8455832	K04C1.2	13
11164	8457523	K04C1.3	5
11165	8458174	K04C1.5	4
11166	8458695	K04C1.6	1
11167	8458826	K04C2.2	12
11168	8460387	K04C2.3	4
11169	8460908	K04C2.4	6
11170	8461689	K04C2.5	1
11171	8461820	K04C2.6	1
11172	8461951	K04C2.7	1
11173	8462082	K04C2.8	2
11174	8462343	K04D7.1	5
11175	8462994	K04D7.14	2
11176	8463255	K04D7.15	1
11177	8463386	K04D7.16	1
11178	8463517	K04D7.2	3
11179	8463908	K04D7.3	9
11180	8465079	K04D7.4	15
11181	8467030	K04D7.5	8
11182	8468071	K04D7.6	7
11183	8468982	K04D7.9	2
11184	8469243	K04E7.1	4
11185	8469764	K04E7.2	9
11186	8470935	K04E7.3	7
11187	8471846	K04F1.1	10
11188	8473147	K04F1.10	9
11189	8474318	K04F1.11	5
11190	8474969	K04F1.12	7
11191	8475880	K04F1.13	6
11192	8476661	K04F1.14	10
11193	8477962	K04F1.15	5
11194	8478613	K04F1.2	4
11195	8479134	K04F1.3	4
11196	8479655	K04F1.4	5
11197	8480306	K04F1.5	2
11198	8480567	K04F1.6	4
11199	8481088	K04F1.7	3
11200	8481479	K04F1.8	2
11201	8481740	K04F10.1	3
11202	8482131	K04F10.2	8
11203	8483172	K04F10.3	6
11204	8483953	K04F10.4	32
11205	8488114	K04F10.6	1
11206	8488245	K04F10.7	4
11207	8488766	K04F10.8	1
11208	8488897	K04G11.2	22
11209	8491758	K04G11.3	3
11210	8492149	K04G11.4	4
11211	8492670	K04G11.5	9
11212	8493841	K04G2.1	4
11213	8494362	K04G2.10	6
11214	8495143	K04G2.11	2
11215	8495404	K04G2.14	1
11216	8495535	K04G2.2	3
11217	8495926	K04G2.3	3
11218	8496317	K04G2.4	1
11219	8496448	K04G2.5	3
11220	8496839	K04G2.6	3
11221	8497230	K04G2.7	2
11222	8497491	K04G2.8	10
11223	8498792	K04G2.9	3
11224	8499183	K04G7.1	3
11225	8499574	K04G7.10	7
11226	8500485	K04G7.3	14
11227	8502306	K04G7.4	4
11228	8502827	K04H4.1	25
11229	8506078	K04H4.13	1
11230	8506209	K04H4.15	1
11231	8506340	K04H4.2	23
11232	8509331	K04H4.5	2
11233	8509592	K04H4.6	7
11234	8510503	K04H4.7	7
11235	8511414	K04H4.9	1
11236	8511545	K04H8.1	3
11237	8511936	K04H8.2	8
11238	8512977	K04H8.3	7
11239	8513888	K05B2.2	13
11240	8515579	K05B2.3	12
11241	8517140	K05B2.4	4
11242	8517661	K05B2.5	21
11243	8520392	K05B2.6	1
11244	8520523	K05B2.8	1
11245	8520654	K05C4.1	2
11246	8520915	K05C4.10	2
11247	8521176	K05C4.11	12
11248	8522737	K05C4.2	2
11249	8522998	K05C4.3	10
11250	8524299	K05C4.4	2
11251	8524560	K05C4.5	7
11252	8525471	K05C4.6	7
11253	8526382	K05C4.7	4
11254	8526903	K05C4.8	1
11255	8527034	K05C4.9	11
11256	8528465	K05D4.2	2
11257	8528726	K05D4.3	3
11258	8529117	K05D4.4	4
11259	8529638	K05D4.6	4
11260	8530159	K05D4.8	3
11261	8530550	K05D4.9	2
11262	8530811	K05F1.1	5
11263	8531462	K05F1.10	3
11264	8531853	K05F1.3	4
11265	8532374	K05F1.5	14
11266	8534195	K05F1.6	13
11267	8535886	K05F1.8	1
11268	8536017	K05F1.9	1
11269	8536148	K05F6.1	8
11270	8537189	K05F6.10	5
11271	8537840	K05F6.11	2
11272	8538101	K05F6.12	3
11273	8538492	K05F6.14	3
11274	8538883	K05F6.2	1
11275	8539014	K05F6.3	2
11276	8539275	K05F6.4	3
11277	8539666	K05F6.5	3
11278	8540057	K05F6.6	9
11279	8541228	K05F6.7	3
11280	8541619	K05F6.9	1
11281	8541750	K05G3.1	1
11282	8541881	K05G3.2	13
11283	8543572	K05G3.3	11
11284	8545003	K05G3.6	1
11285	8545134	K06A1.1	1
11286	8545265	K06A1.2	4
11287	8545786	K06A1.3	4
11288	8546307	K06A1.4	8
11289	8547348	K06A1.5	8
11290	8548389	K06A1.6	20
11291	8550990	K06A4.1	5
11292	8551641	K06A4.2	6
11293	8552422	K06A4.3	3
11294	8552813	K06A4.4	10
11295	8554114	K06A4.5	4
11296	8554635	K06A4.6	2
11297	8554896	K06A4.7	1
11298	8555027	K06A5.1	7
11299	8555938	K06A5.2	3
11300	8556329	K06A5.4	6
11301	8557110	K06A5.6	4
11302	8557631	K06A5.7	5
11303	8558282	K06A5.8	24
11304	8561403	K06A9.1	36
11305	8566084	K06A9.2	10
11306	8567385	K06A9.3	1
11307	8567516	K06B4.1	4
11308	8568037	K06B4.10	2
11309	8568298	K06B4.11	4
11310	8568819	K06B4.12	14
11311	8570640	K06B4.15	1
11312	8570771	K06B4.2	4
11313	8571292	K06B4.3	1
11314	8571423	K06B4.4	3
11315	8571814	K06B4.5	4
11316	8572335	K06B4.6	2
11317	8572596	K06B4.7	8
11318	8573637	K06B4.8	4
11319	8574158	K06B4.9	2
11320	8574419	K06B9.1	1
11321	8574550	K06B9.2	7
11322	8575461	K06B9.4	2
11323	8575722	K06B9.5	10
11324	8577023	K06C4.10	1
11325	8577154	K06C4.17	1
11326	8577285	K06C4.22	1
11327	8577416	K06C4.25	2
11328	8577677	K06C4.5	2
11329	8577938	K06C4.6	20
11330	8580539	K06C4.7	6
11331	8581320	K06C4.8	6
11332	8582101	K06C4.9	6
11333	8582882	K06G5.1	8
11334	8583923	K06G5.2	8
11335	8584964	K06G5.3	9
11336	8586135	K06G5.t1	1
11337	8586266	K06H6.1	3
11338	8586657	K06H6.2	5
11339	8587308	K06H6.3	4
11340	8587829	K06H6.4	3
11341	8588220	K06H6.5	7
11342	8589131	K06H6.6	4
11343	8589652	K06H7.1	4
11344	8590173	K06H7.2	4
11345	8590694	K06H7.3	6
11346	8591475	K06H7.4	10
11347	8592776	K06H7.6	7
11348	8593687	K06H7.8	5
11349	8594338	K06H7.9	4
11350	8594859	K07A1.1	1
11351	8594990	K07A1.10	3
11352	8595381	K07A1.11	3
11353	8595772	K07A1.12	3
11354	8596163	K07A1.13	5
11355	8596814	K07A1.15	1
11356	8596945	K07A1.16	6
11357	8597726	K07A1.17	4
11358	8598247	K07A1.2	4
11359	8598768	K07A1.20	2
11360	8599029	K07A1.3	1
11361	8599160	K07A1.6	1
11362	8599291	K07A1.7	2
11363	8599552	K07A1.8	5
11364	8600203	K07A1.9	5
11365	8600854	K07A12.1	5
11366	8601505	K07A12.2	11
11367	8602936	K07A12.3	2
11368	8603197	K07A12.4	9
11369	8604368	K07A12.5	5
11370	8605019	K07A12.6	6
11371	8605800	K07A12.7	7
11372	8606711	K07A12.8	9
11373	8607882	K07A3.1	13
11374	8609573	K07A3.2	24
11375	8612694	K07A3.3	12
11376	8614255	K07A3.5	2
11377	8614516	K07A9.2	20
11378	8617117	K07A9.3	2
11379	8617378	K07A9.4	21
11380	8620109	K07B1.1	5
11381	8620760	K07B1.2	7
11382	8621671	K07B1.3	2
11383	8621932	K07B1.4	3
11384	8622323	K07B1.5	9
11385	8623494	K07B1.6	5
11386	8624145	K07B1.7	4
11387	8624666	K07C10.1	5
11388	8625317	K07C10.3	1
11389	8625448	K07C10.4	2
11390	8625709	K07C10.5	1
11391	8625840	K07C11.1	2
11392	8626101	K07C11.10	4
11393	8626622	K07C11.12	1
11394	8626753	K07C11.2	3
11395	8627144	K07C11.3	2
11396	8627405	K07C11.4	5
11397	8628056	K07C11.5	1
11398	8628187	K07C11.7	18
11399	8630528	K07C11.8	4
11400	8631049	K07C11.9	8
11401	8632090	K07C5.1	4
11402	8632611	K07C5.12	1
11403	8632742	K07C5.2	2
11404	8633003	K07C5.3	4
11405	8633524	K07C5.4	5
11406	8634175	K07C5.5	3
11407	8634566	K07C5.6	5
11408	8635217	K07C5.7	5
11409	8635868	K07C5.8	2
11410	8636129	K07C5.9	12
11411	8637690	K07C6.10	2
11412	8637951	K07C6.11	8
11413	8638992	K07C6.2	3
11414	8639383	K07C6.3	7
11415	8640294	K07C6.4	6
11416	8641075	K07C6.5	2
11417	8641336	K07C6.6	5
11418	8641987	K07C6.7	1
11419	8642118	K07C6.8	1
11420	8642249	K07D4.2	4
11421	8642770	K07D4.3	3
11422	8643161	K07D4.4	3
11423	8643552	K07D4.5	15
11424	8645503	K07D4.6	9
11425	8646674	K07D4.7	30
11426	8650575	K07D4.8	12
11427	8652136	K07D4.9	3
11428	8652527	K07D8.1	21
11429	8655258	K07E1.1	1
11430	8655389	K07E12.1	88
11431	8666830	K07E12.2	1
11432	8666961	K07E12.3	1
11433	8667092	K07E12.8	1
11434	8667223	K07E3.1	13
11435	8668914	K07E3.2	6
11436	8669695	K07E3.3	5
11437	8670346	K07E3.4	12
11438	8671907	K07E3.7	14
11439	8673728	K07E3.8	6
11440	8674509	K07E3.9	4
11441	8675030	K07E8.1	2
11442	8675291	K07E8.11	5
11443	8675942	K07E8.3	1
11444	8676073	K07E8.5	6
11445	8676854	K07E8.6	3
11446	8677245	K07E8.7	22
11447	8680106	K07E8.9	7
11448	8681017	K07F5.1	1
11449	8681148	K07F5.11	3
11450	8681539	K07F5.12	5
11451	8682190	K07F5.13	10
11452	8683491	K07F5.14	2
11453	8683752	K07F5.15	1
11454	8683883	K07F5.16	1
11455	8684014	K07F5.17	1
11456	8684145	K07F5.3	2
11457	8684406	K07F5.4	5
11458	8685057	K07F5.5	1
11459	8685188	K07F5.6	4
11460	8685709	K07F5.8	1
11461	8685840	K07F5.9	1
11462	8685971	K07G5.1	10
11463	8687272	K07G5.2	2
11464	8687533	K07G5.3	7
11465	8688444	K07G5.4	1
11466	8688575	K07G5.5	3
11467	8688966	K07G5.6	1
11468	8689097	K07H8.1	5
11469	8689748	K07H8.10	7
11470	8690659	K07H8.11	3
11471	8691050	K07H8.12	2
11472	8691311	K07H8.2	7
11473	8692222	K07H8.3	1
11474	8692353	K07H8.5	2
11475	8692614	K07H8.6	14
11476	8694435	K07H8.8	2
11477	8694696	K07H8.9	1
11478	8694827	K08A2.1	11
11479	8696258	K08A2.2	5
11480	8696909	K08A2.4	17
11481	8699120	K08A2.5	13
11482	8700811	K08A8.1	1
11483	8700942	K08A8.18	1
11484	8701073	K08A8.2	8
11485	8702114	K08A8.20	1
11486	8702245	K08A8.21	1
11487	8702376	K08A8.22	2
11488	8702637	K08A8.3	15
11489	8704588	K08A8.4	1
11490	8704719	K08A8.9	1
11491	8704850	K08B12.1	4
11492	8705371	K08B12.12	1
11493	8705502	K08B12.2	25
11494	8708753	K08B12.3	7
11495	8709664	K08B12.5	22
11496	8712525	K08B12.9	1
11497	8712656	K08B4.1	37
11498	8717467	K08B4.2	1
11499	8717598	K08B4.28	1
11500	8717729	K08B4.3	5
11501	8718380	K08B4.36	1
11502	8718511	K08B4.38	1
11503	8718642	K08B4.4	2
11504	8718903	K08B4.5	5
11505	8719554	K08B4.6	2
11506	8719815	K08B4.7	2
11507	8720076	K08B5.1	5
11508	8720727	K08B5.2	7
11509	8721638	K08B5.3	1
11510	8721769	K08B5.t1	1
11511	8721900	K08C7.1	5
11512	8722551	K08C7.2	7
11513	8723462	K08C7.3	24
11514	8726583	K08C7.4	3
11515	8726974	K08C7.5	4
11516	8727495	K08C7.6	3
11517	8727886	K08C7.7	1
11518	8728017	K08C9.1	2
11519	8728278	K08C9.10	2
11520	8728539	K08C9.2	3
11521	8728930	K08C9.4	6
11522	8729711	K08C9.5	2
11523	8729972	K08C9.6	2
11524	8730233	K08C9.7	2
11525	8730494	K08C9.9	1
11526	8730625	K08D10.11	1
11527	8730756	K08D10.12	1
11528	8730887	K08D10.13	1
11529	8731018	K08D10.14	2
11530	8731279	K08D10.2	2
11531	8731540	K08D10.3	3
11532	8731931	K08D10.4	2
11533	8732192	K08D10.5	3
11534	8732583	K08D10.7	4
11535	8733104	K08D10.8	4
11536	8733625	K08D10.9	9
11537	8734796	K08D12.1	2
11538	8735057	K08D12.2	13
11539	8736748	K08D12.3	2
11540	8737009	K08D12.5	10
11541	8738310	K08D12.6	10
11542	8739611	K08D12.7	5
11543	8740262	K08D12.8	3
11544	8740653	K08D8.1	2
11545	8740914	K08D8.10	1
11546	8741045	K08D8.12	3
11547	8741436	K08D8.2	2
11548	8741697	K08D8.3	7
11549	8742608	K08D8.4	2
11550	8742869	K08D8.5	4
11551	8743390	K08D8.6	5
11552	8744041	K08D8.7	4
11553	8744562	K08D9.1	1
11554	8744693	K08D9.2	2
11555	8744954	K08D9.3	33
11556	8749245	K08D9.4	10
11557	8750546	K08D9.5	4
11558	8751067	K08D9.6	6
11559	8751848	K08E3.1	4
11560	8752369	K08E3.10	2
11561	8752630	K08E3.2	6
11562	8753411	K08E3.3	15
11563	8755362	K08E3.4	9
11564	8756533	K08E3.5	11
11565	8757964	K08E3.6	4
11566	8758485	K08E3.7	7
11567	8759396	K08E3.8	4
11568	8759917	K08E4.1	8
11569	8760958	K08E4.10	1
11570	8761089	K08E4.11	1
11571	8761220	K08E4.2	2
11572	8761481	K08E4.3	2
11573	8761742	K08E4.5	5
11574	8762393	K08E4.7	2
11575	8762654	K08E4.8	2
11576	8762915	K08E5.1	5
11577	8763566	K08E5.12	1
11578	8763697	K08E5.2	15
11579	8765648	K08E5.3	56
11580	8772929	K08E5.5	3
11581	8773320	K08E5.6	1
11582	8773451	K08E5.7	1
11583	8773582	K08E5.9	2
11584	8773843	K08E7.1	2
11585	8774104	K08E7.13	2
